target_id,declared_break_offset,runtime_boundary_offset,reason,text_context
PASSION24.TEXT.RELATED_HOUR_22.BODY.P066,67,67,DIRECT_RUNTIME_VISUAL_SPLIT_AT_DECLARED_OFFSET,"rche, Je crie à ses pas, la bouche brûlante : «"
PASSION24.TEXT.RELATED_HOUR_22.BODY.P072,8,8,DIRECT_RUNTIME_VISUAL_SPLIT_AT_DECLARED_OFFSET,"Ce cri : « J’ai soif », Je l’ai laissé dans Ma Volonté."
PASSION24.TEXT.RELATED_HOUR_22.BODY.P076,26,26,DIRECT_RUNTIME_VISUAL_SPLIT_AT_DECLARED_OFFSET,"Ce n’est pas seulement Mon « J’ai soif », mais tout ce que J’ai fait et dit dans Ma Vo"
PASSION24.TEXT.RELATED_HOUR_22.BODY.P076,153,153,DIRECT_RUNTIME_VISUAL_SPLIT_AT_DECLARED_OFFSET, dans l’acte de dire à Ma douloureuse Maman : «
PASSION24.TEXT.RELATED_HOUR_22.BODY.P090,215,215,DIRECT_RUNTIME_VISUAL_SPLIT_AT_DECLARED_OFFSET,Ma Volonté renaît à la Lumière et peut dire : ‘Ma nuit est terminée.’
PASSION24.TEXT.RELATED_HOUR_22.BODY.P094,111,111,DIRECT_RUNTIME_VISUAL_SPLIT_AT_DECLARED_OFFSET,femmes lorsqu’elles sont venues au sépulcre : « Il est ressuscité. Il n’est plus ici. »
PASSION24.TEXT.RELATED_HOUR_22.BODY.P095,62,62,DIRECT_RUNTIME_VISUAL_SPLIT_AT_DECLARED_OFFSET,it dans Mon Vouloir peut dire la même chose : « Ma volonté n’est plus avec moi. Elle est ressuscitée dans
PASSION24.TEXT.RELATED_HOUR_22.BODY.P095,302,302,DIRECT_RUNTIME_VISUAL_SPLIT_AT_DECLARED_OFFSET,"onté de la créature, celle-ci peut répondre : «"
PASSION24.TEXT.RELATED_HOUR_23.BODY.P043,35,35,DIRECT_RUNTIME_VISUAL_SPLIT_AT_DECLARED_OFFSET,"C'est pourquoi l'Église s'exclame : «Heureuse faute !» À la suite du péché, la Rédemption est v"
PASSION24.TEXT.RELATED_HOUR_24.BODY.P010,369,369,DIRECT_RUNTIME_VISUAL_SPLIT_AT_DECLARED_OFFSET,"ens que Je veux, même à travers un seul Mot.» Une autre fois, Je me plaignais à Jésus en constatant qu'ap"
PASSION24.TEXT.RELATED_HOUR_24.BODY.P017,217,217,DIRECT_RUNTIME_VISUAL_SPLIT_AT_DECLARED_OFFSET,"gnée en ces temps, serait en partie apaisée.» Un jour, alors que j'en étais à l'Heure où la céleste Maman"
PASSION24.TEXT.RELATED_HOUR_24.BODY.P022,219,219,DIRECT_RUNTIME_VISUAL_SPLIT_AT_DECLARED_OFFSET,"avec une grande douceur : «Ma maman, maman !» Et Il me murmura tout ce que sa douce Maman fit et souffrit"
PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P008,18,18,DIRECT_RUNTIME_VISUAL_SPLIT_AT_DECLARED_OFFSET,"Si J'ai alors crié «Sitio !» («J'ai soif !»), il s'agissait de la soif extrême"
PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P008,28,28,DIRECT_RUNTIME_VISUAL_SPLIT_AT_DECLARED_OFFSET,"Si J'ai alors crié «Sitio !» («J'ai soif !»), il s'agissait de la soif extrême que Je re"
PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P008,43,43,DIRECT_RUNTIME_VISUAL_SPLIT_AT_DECLARED_OFFSET,"Si J'ai alors crié «Sitio !» («J'ai soif !»), il s'agissait de la soif extrême que Je ressentais que to"
PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P009,92,92,DIRECT_RUNTIME_VISUAL_SPLIT_AT_DECLARED_OFFSET," ce désir, dans un profond chagrin, J'ai crié «Sitio !»."
PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P009,102,,TERMINAL_NO_FOLLOWING_NARRATION_NO_RUNTIME_SPLIT_REQUIRED," dans un profond chagrin, J'ai crié «Sitio !»."
PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P010,2,2,DIRECT_RUNTIME_VISUAL_SPLIT_AT_DECLARED_OFFSET,Ce «Sitio !» continue encore à se faire entendre à tous et à c
